"Noticia (link)","Fecha","Cuerpo de Noticia"
"https://www.facebook.com/Cadena3Argentina/posts/4057526444275289","13/10","
cadena3.com
Asaltaron a grupo de ciclistas y a uno le balearon la pierna
Cadena 3 Argentina
2 minutos

Un grupo de ciclistas fue asaltado por ocho delincuentes que circulaban en moto y una de las víctimas recibió un disparo en la pierna.

El hecho ocurrió el pasado domingo por la tarde en barrio Sacchi, en la zona sur de la ciudad de Córdoba.

/Inicio Código Embebido/

/Fin Código Embebido/

Una de las ciciclistas, que pidió resguardar su identidad, contó a Cadena 3 que junto a otros seis amigos cruzaron la avenida Circunvalación, cerca de Manantiales, para dirigirse hacia Falda del Carmen.

“Agarramos un camino de tierra y nos sorprendieron tres motos con ocho personas arriba, de las cuales una de ellas estaba armada. Nos pidieron las bicicletas y los objetos personales”, relató.

Uno de los chicos les pidió que no se llevaran los vehículos, pero el ladrón armado se puso nervioso y comenzó a disparar al aire.

“Ahí fue que le pega en la pierna a uno del grupo. Fue terrible, lamentable, vivimos una inseguridad muy grande y los ciclistas estamos desprotegidos”, lamentó.

Los delincuentes se llevaron cinco bicicletas cargadas al hombro en la moto. Sin embargo, la Policía y la Fiscalía lograron recuperarlas.

“Los chicos tienen más experiencia en ciclismo y habían ido el fin de semana pasada por ese mismo camino. Es terrible llegar al hecho de disparar a la vida de alguien”, concluyó una de las víctimas.

Por su parte Pablo, quien estuvo presente y es hermano del joven que recibió un balazo, 

""Yo que iba corriendo a ayudarlo, me apuntó al pecho y me dijo: 'Quedate ahí o te mato'. A mi primo igual. 'Dame las cosas o te cueteo', le decía. Ahí ya está. Qué te vas a poner a pelear"", relató a Cadena 3.

Todavía no hay detenidos.

Informe de Alejandro Bustos y Francisco Centeno.
"
"https://www.facebook.com/eldocetv/posts/3555082467861392","14/10","El rayo que desató nuevos incendios en Córdoba

Fue en la zona de Capilla del Monte, entre el Cerro Colchiquí y Cerro Overo. Por esta razón, trabajan dotaciones de bomberos de Capilla del Monte, La Cumbre, Villa Giardino, Los Cocos, La Falda y San Marcos, y colabora un avión hidrante."
"https://www.facebook.com/LaVoz.com.ar/posts/10157860374055829","14/10","
lavoz.com.ar
La caída de cuatro rayos generó dos nuevos incendios en las sierras de Córdoba | La Voz
Redacción LAVOZ Jueves 15 de octubre de 2020 - 00:01 | Actualizado: 15/10/2020 - 09:06
3 minutos

Dos nuevos incendios forestales se registran este miércoles a la tarde en la zona serrana de la provincia de Córdoba, los cuales se generaron por la caída de cuatro rayos en Santa Rosa de Calamuchita y en Capilla del Monte, informaron fuentes provinciales, en una jornada en la que se esperaban precipitaciones que aliviaran la situación.

El director general de Defensa Civil, Diego Concha, dijo a Télam que se registraron precipitaciones y ""cayeron cuatro rayos que generaron dos nuevos focos"", mientras que ya no había incendios activos en la provincia y se trabajaba en guardia de cenizas.

Al atardecer de este miércoles bomberos continuaban combatiendo el fuego en un frente que horas antes se había iniciado por la caída de tres rayos en el sector norte de Punilla.

Las zonas afectadas por la quema de pastizales son las que se ubican, entre los Terrones y el Cerro Overo;  en el paraje denominado Puerta del Cielo y una tercera, hacia el oeste de este último punto. 

Dotaciones de San Marcos Sierras, Los Cocos, La Cumbre, Villa Giardino, La Falda, Valle Hermoso y Capilla del  Monte permanecían trabajando en el lugar. Durante el día lo hicieron apoyados por la acción de tres aviones hidrantes, dos de los cuales operaron desde la pista de La Cumbre y el otro desde el dique de Cruz del Eje. 

Un hecho similar ocurrió en Santa Rosa de Calamuchita en donde la descarga eléctrica que produjo otro frente de tormenta, generó un un foco de fuego en proximidad de Santa Mónica. Con el correr de las horas, personal de cinco cuarteles de bomberos y un avión hidrante, lograron contenerlo.

Este lunes por la noche autoridades provinciales dijeron que por primera vez en 20 días no había fuegos activos en Córdoba, aunque estas circunstancias generaron un nuevo despliegue de personal de bomberos.

En la provincia de Córdoba, los incendios forestales ya arrasaron desde agosto más de 250.000 hectáreas de vegetación, monte nativo, flora, fauna y hasta viviendas, en el marco de la sequía más severa desde que se tiene registro en el 1955.

La falta de lluvias genera también una preocupante bajante en el nivel de los diques, por lo que se esperan cortes de servicio de agua en los próximos meses, si es que las condiciones meteorológicas no varían.

NEWSLETTER 9AM

De lunes a viernes, la selección de nuestros editores de la información más relevante para cada jornada.

Ingresá tu correo electrónico

Edición Impresa

El texto original de este artículo fue publicado el 15/10/2020 en nuestra edición impresa.
"
"https://www.instagram.com/p/CGU3IwKHmNc/","14/10","Ya no quedan más focos activos en Córdoba 👏🏼👏🏼👏🏼

Si bien todavía hay puntos calientes donde siguen trabajando los bomberos voluntarios para evitar reinicios, las autoridades confirmaron que todos los incendios están contenidos 🙌🏼 Una gran noticia después de más de 20 días de fuego arrasando con todo a su paso.

😔 Lamentablemente, en las imágenes aéreas se ven las cenizas que quedaron tras el paso del incendio que afectó la zona de los campos aledaños al Espacio de la Memoria de La Perla.

En lo que va del 2020 ya se quemaron cerca de 300 mil hectáreas, según el Plan Nacional de Manejo del Fuego. Este ya es un récord desde que hay registros, superando al año 2009 con 226.800 hectáreas arrasa"
"https://www.facebook.com/DiarioPuntal/posts/3726188400765617","14/10","La caída de rayos generó dos nuevos incendios en Santa Rosa y Capilla del Monte
Se registran esta tarde en la zona serrana según confirmó el director general de Defensa Civil, Diego Concha
14 DE OCTUBRE DE 2020 - 17:23
La caída de rayos generó dos nuevos incendios en Santa Rosa y Capilla del Monte
Dos nuevos incendios forestales se registran esta tarde en la zona serrana de la provincia de Córdoba, los cuales se generaron por la caída de rayos en Santa Rosa de Calamuchita y en Capilla del Monte, informaron fuentes provinciales, en una jornada en la que se esperaban precipitaciones que aliviaran la situación.

 
El director general de Defensa Civil, Diego Concha, dijo a Télam que se registraron precipitaciones y ""cayeron dos rayos que generaron dos nuevos focos”, mientras que ya no había incendios activos en la provincia y se trabajaba en guardia de cenizas.

Al siniestro que se registra en Calamuchita se dirigieron cinco cuarteles de bomberos a combatir las llamas y unos 20 brigadistas están realizado tareas en el lugar.

El foco se registra en la llamada zona del quinto loteo.

En tanto que en Capilla del Monte, en el norte de Punilla, el incendio se desató en la zona de el Cerro Overo, y “ya se les dio alerta roja a seis cuarteles de bomberos para que acudan al lugar”, precisó el funcionario.


Anoche autoridades provinciales dijeron que por primera vez en 20 días no había fuegos activos en Córdoba, aunque estas circunstancias generaron un nuevo despliegue de personal de bomberos.

En la provincia de Córdoba, los incendios forestales ya arrasaron desde agosto más de 250.000 hectáreas de vegetación, monte nativo, flora, fauna y hasta viviendas, en el marco de la sequía más severa desde que se tiene registro en el 1955.

La falta de lluvias genera también una preocupante bajante en el nivel de los diques, por lo que se esperan cortes de servicio de agua en los próximos meses, si es que las condiciones meteorológicas no varían.

 
LO QUE SE LEE AHORA
"
"https://www.facebook.com/LaVoz.com.ar/posts/10157860889445829","14/10","
lavoz.com.ar
La caída de cuatro rayos generó dos nuevos incendios en las sierras de Córdoba | La Voz
Redacción LAVOZ Jueves 15 de octubre de 2020 - 00:01 | Actualizado: 15/10/2020 - 09:06
3 minutos

Dos nuevos incendios forestales se registran este miércoles a la tarde en la zona serrana de la provincia de Córdoba, los cuales se generaron por la caída de cuatro rayos en Santa Rosa de Calamuchita y en Capilla del Monte, informaron fuentes provinciales, en una jornada en la que se esperaban precipitaciones que aliviaran la situación.

El director general de Defensa Civil, Diego Concha, dijo a Télam que se registraron precipitaciones y ""cayeron cuatro rayos que generaron dos nuevos focos"", mientras que ya no había incendios activos en la provincia y se trabajaba en guardia de cenizas.

Al atardecer de este miércoles bomberos continuaban combatiendo el fuego en un frente que horas antes se había iniciado por la caída de tres rayos en el sector norte de Punilla.

Las zonas afectadas por la quema de pastizales son las que se ubican, entre los Terrones y el Cerro Overo;  en el paraje denominado Puerta del Cielo y una tercera, hacia el oeste de este último punto. 

Dotaciones de San Marcos Sierras, Los Cocos, La Cumbre, Villa Giardino, La Falda, Valle Hermoso y Capilla del  Monte permanecían trabajando en el lugar. Durante el día lo hicieron apoyados por la acción de tres aviones hidrantes, dos de los cuales operaron desde la pista de La Cumbre y el otro desde el dique de Cruz del Eje. 

Un hecho similar ocurrió en Santa Rosa de Calamuchita en donde la descarga eléctrica que produjo otro frente de tormenta, generó un un foco de fuego en proximidad de Santa Mónica. Con el correr de las horas, personal de cinco cuarteles de bomberos y un avión hidrante, lograron contenerlo.

Este lunes por la noche autoridades provinciales dijeron que por primera vez en 20 días no había fuegos activos en Córdoba, aunque estas circunstancias generaron un nuevo despliegue de personal de bomberos.

En la provincia de Córdoba, los incendios forestales ya arrasaron desde agosto más de 250.000 hectáreas de vegetación, monte nativo, flora, fauna y hasta viviendas, en el marco de la sequía más severa desde que se tiene registro en el 1955.

La falta de lluvias genera también una preocupante bajante en el nivel de los diques, por lo que se esperan cortes de servicio de agua en los próximos meses, si es que las condiciones meteorológicas no varían.

NEWSLETTER 9AM

De lunes a viernes, la selección de nuestros editores de la información más relevante para cada jornada.

Ingresá tu correo electrónico

Edición Impresa

El texto original de este artículo fue publicado el 15/10/2020 en nuestra edición impresa.
"
"https://www.facebook.com/telediariodigital.net/posts/3557039580984057","14/10","La golpearon para robarle, la ambulancia nunca llegó y la policía caratuló la denuncia como «violencia familiar»
Oct 14, 2020 0
FacebookTwitter

Lourdes Guerra  fue víctima de un violento asalto en Quírico Porreca y Florencio Sánchez. El lamentable episodio ocurrió el martes 6 de octubre, alrededor de las 14:15 hs. «Al cruzar la calle, comencé a sentir una lluvia de golpes, y me tironeaban los bolsos, trate de defenderme como pude, pero fue muy violento», expresa esta vecina, víctima de un robo en la vía pública de características agresivas y que van en aumento en el ejido de la ciudad.
«En el momento, lo que más me dolía era la pierna, supongo que me patearon, me costaba pararme y caminar» señala Guerra y señala que «llamaron a la ambulancia, pero nunca vino, solo llegó un solo patrullero con un efectivo policial». 
El agente reclamó la ambulancia, pero la misma no llegó hasta el lugar, por lo que el móvil policial acercó a la mujer a su domicilio, y le solicitó que se aproximara a la comisaría para que le tomen la denuncia, pero cuando la mujer llegó a la dependencia, le pidieron que retornara a su hogar y esperara el llamado de la entidad.
En el ínterin de poder concertar la denuncia,  una vez realizada, «me doy cuenta que no tomaron los datos de la testigo, por lo tanto ellos no podían hacer nada» manifiesta Guerra, y no solo eso, sino que también «habían caratulado la denuncia como violencia familiar y no como robo». 
«Uno realmente se siente desprotegido, o peor, doble víctima de la situación» exclama la vecina asaltada,  que hasta le momento no tuvo una respuesta certera por parte de la justicia y se suma al reclamo de numerosos ciudadanos que sufren los mismos destratos.
"
"https://www.facebook.com/Cadena3Argentina/posts/4063737350320865","15/10","www.cadena3.com
Sigue el combate contra el incendio de Capilla del Monte
Cadena 3 Argentina
2-2 minutes
Bomberos continúan combatiendo el incendio que se inició en el sector de La Tramontana y Ojo de Agua, en jurisdicción de los bomberos voluntarios de Capilla del Monte.

Se trata de un lugar de difícil acceso, con un suelo cubierto de pastizal muy alto. 



""Estuvimos trabajando durante la madrugada en el incendio de Capilla del Monte. Es un sector de difícil acceso a donde hay material combustible muy pesado. Por suerte no bajó hacia un sector a donde había una asentamiento. No hay riesgo de interfase"", dijo a Cadena 3 Diego Concha, director de Defensa Civil de la provincia.

Un dispositivo que contará con 5 aviones hidrantes saldrá hacia la zona para combatir las llamas. Esperan mejores condiciones meteorológicas que este jueves.

/Inicio Código Embebido//Fin Código Embebido/

Incendio en la zona de Capilla del Monte. 
Néstor García, jefe de Operaciones Aéreas del Plan Provincial del Manejo del Fuego, dijo a Cadena 3 que este viernes por la mañana pondrán los aviones hidrantes a disposición nuevamente.

""Si hicieran falta más, tenemos 4 aviones más de Nación"", destacó.

Informes de Tomás Villagra, Guillermo Panero, Jorge Mercado, Roberto Fontanari, Víctor Rapetti, Eric Italia y Guillermo López- Entrevista de Miguel Clariá."
"https://www.facebook.com/Cadena3Argentina/posts/4065303830164217","15/10","www.cadena3.com
Piden incluir a bomberos de Córdoba al bono de 10 mil pesos
Cadena 3 Argentina
2-2 minutes
La senadora cordobesa de Juntos por el Cambio, Laura Rodríguez Machado, presentó un pedido para que los bomberos voluntarios de Córdoba también reciban un bono de 10 mil pesos.

El Gobierno nacional publicó un decreto para otorgar un subsidio no remunerativo para octubre, noviembre y diciembre a los brigadistas que hayan combatido incendios.

/Inicio Código Embebido/

/Fin Código Embebido/

Sin embargo, desde la Federación de Bomberos Voluntarios de Córdoba aclararon el miércoles en un comunicado que no fueron incluidos en el decreto para recibir la asignación mensual estímulo.

La senadora aprovechó la sesión en la Cámara alta de este jueves para solicitar que los efectivos que aún combaten incendios en las sierras de Córdoba también perciban el subsidio.

/Inicio Código Embebido/

/Fin Código Embebido/

""El subsidio nacional fue entregado sólo a los 74 brigadistas de la Nación que arribaron a la provincia, y no a los 560 bomberos que se encuentran en la línea de fuego"", expresó.

Por otro lado, obtuvo media sanción en el Senado un proyecto que prohíbe a las empresas cortar los servicios públicos en los domicilios de los bomberos. Ahora deberá ser aprobada en la Cámara de Diputados para que se convierta en ley.



Informe de Mauricio Conti."
"https://www.facebook.com/eldocetv/posts/3557846320918340","15/10","eldoce.tv
La lluvia en Córdoba apagó todos los incendios - ElDoce.tv
Por: El Doce Jueves 15 de Octubre de 2020
2-2 minutes
En la tarde de ayer una tormenta eléctrica en la zona noroeste del valle de Punilla, provocó la caída de cuatro rayos y se ocasionaron varios focos de incendios en la seca vegetación. 

Afortunadamente, la lluvia junto con el trabajo de los bomberos lograron la contención de esos incendios. Y si bien el agua caída no fue mucha, trajo alivio a toda la provincia, que atraviesa una de las peores sequías, tras cinco meses sin lluvias. 

+MIRÁ MÁS: Robo, persecución y choque en Córdoba: tres ladrones quedaron detenidos

“Por suerte empezó a llover en toda la región y podemos decir que esos focos están contenidos hasta que con las primeras luces del día una dotación llegue hasta los sitios afectados y podamos confirmar la extinción total”, explicó el director General de Defensa Civil, Diego Concha.



“No obstante, creemos que la cantidad de agua caída fue suficiente para poder extinguir definitivamente los focos”, concluyó.

Durante la mañana se registraron precipitaciones en los valles de Punilla, Calamuchita, Paravachasca, en los límites de Traslasierra, norte provincial y en localidades de varios departamentos. En la Capital cordobesa cayeron alrededor de 15 milímetros."
"https://www.facebook.com/LaVoz.com.ar/posts/10157862402740829","15/10","www.lavoz.com.ar
Sigue el trabajo de los bomberos para extinguir el foco de incendio en Ongamira | La Voz
Redacción LAVOZ Viernes 16 de octubre de 2020 - 00:01 | Actualizado: 16/10/2020 - 00:11
2-3 minutes
El agua caída no alcanzó. Pasado el mediodía se reinició un foco en la zona de Ongamira, al norte del valle de Punilla, en la zona de Los Moros, próxima a una ladera cercana al Uritorco.

La zona tiene una topografía complicada, de muy difícil acceso para los bomberos.

Desde hace tres semanas los brigadistas luchan intensamente contra los incendios. Durante la noche del miércoles y madrugada del jueves, una tenue lluvia logró extinguir todos los focos que había en la provincia, pero pasado el mediodía, con el calor reinante, el fuego en Ongamira volvió a cobrar vida.



Córdoba lleva una extensa sequía, la peor que se calcula desde hace 65 años, con más de 5 meses sin lluvias. Las precipitaciones de las últimas horas fueron focalizadas y de bajo milimetraje.

En la provincia ya se quemaron unas 300.000 hectáreas de pastizales y montes nativos en lo que va del año, todo un récord.

Sobre el reinicio del fuego, Diego Concha indicó: “El agua que cayó en la zona urbana de Capilla del Monte y localidades vecinas no fue el mismo caudal que llovió en las zonas de incendios. Sobre los focos sólo fue una tenue llovizna en la zona de Ongamira y el cerro Colchiqui, por lo que se ha reiniciado de manera importante el fuego en esa zona.  Es un lugar pastizal muy alto y en mucha cantidad, y lamentablemente hay un fuerte viento a esta hora”.

“Se han desplazado ocho cuarteles de bomberos que ya están trabajando en el perímetro, y 14 efectivos del sistema federal de manejo del fuego que están siendo apoyados por cuatro aviones hidrantes que operan desde la pista de La Cumbre”.

NEWSLETTER 9AM

De lunes a viernes, la selección de nuestros editores de la información más relevante para cada jornada.

Ingresá tu correo electrónico

Edición Impresa

El texto original de este artículo fue publicado el 16/10/2020 en nuestra edición impresa."
"https://www.facebook.com/eldocetv/posts/3558259860876986","15/10","eldoce.tv
La lluvia en Córdoba apagó todos los incendios - ElDoce.tv
Por: El Doce Jueves 15 de Octubre de 2020
2-2 minutes
En la tarde de ayer una tormenta eléctrica en la zona noroeste del valle de Punilla, provocó la caída de cuatro rayos y se ocasionaron varios focos de incendios en la seca vegetación. 

Afortunadamente, la lluvia junto con el trabajo de los bomberos lograron la contención de esos incendios. Y si bien el agua caída no fue mucha, trajo alivio a toda la provincia, que atraviesa una de las peores sequías, tras cinco meses sin lluvias. 

+MIRÁ MÁS: Robo, persecución y choque en Córdoba: tres ladrones quedaron detenidos

“Por suerte empezó a llover en toda la región y podemos decir que esos focos están contenidos hasta que con las primeras luces del día una dotación llegue hasta los sitios afectados y podamos confirmar la extinción total”, explicó el director General de Defensa Civil, Diego Concha.



“No obstante, creemos que la cantidad de agua caída fue suficiente para poder extinguir definitivamente los focos”, concluyó.

Durante la mañana se registraron precipitaciones en los valles de Punilla, Calamuchita, Paravachasca, en los límites de Traslasierra, norte provincial y en localidades de varios departamentos. En la Capital cordobesa cayeron alrededor de 15 milímetros."
"https://www.instagram.com/p/CGZ8vlUH86L/","15/10","La tregua del fuego duró poco 😔
Así se veía anoche el incendio forestal de Capilla del Monte, en la zona de Ongamira y el Cerro Colchiquí. Otro frente se dirigía hacia Tramontana y Ojo de Agua.

Es una zona de muy difícil acceso para los bomberos 👨🏻‍🚒 que estuvieron trabajando toda la madrugada y lograron evitar que el fuego bajara a zonas pobladas.

Son 102 los bomberos voluntarios de Córdoba y de la brigada nacional, con ayuda aérea de 4 aviones hidrantes operan este viernes desde temprano.

El riesgo de incendios en toda la provincia vuelve a ser extremo. 🚨 La lluvia caída en algunas zonas fue muy escasa y ahora se espera un importante aumento de las temperaturas y de la velocidad del viento norte."
"https://www.facebook.com/DiarioPuntal/posts/3727787963938994","15/10","Con la lluvia, consideran extinguidos todos los focos de la provincia
El director General de Defensa Civil, Diego Concha. dijo que los bomberos que trabajaban en los incendios iniciados por la caída de rayos retornaron al cuartel a la 1.30
15 DE OCTUBRE DE 2020 - 07:56
Con la lluvia, consideran extinguidos todos los focos de la provincia
Alrededor de la 1:30 hora de esta madrugada, las nueve dotaciones de bomberos voluntarios que trabajaban sobre varios incendios producidos en proximidad de la ciudad de Capilla del Monte, retornaron a su cuartel.

 
“Por suerte empezó a llover en toda la región y podemos decir que esos focos están contenidos hasta que con las primeras luces del día una dotación llegue hasta los sitios afectados y podamos confirmar la extinción total”, explicó hoy el director General de Defensa Civil, Diego Concha.

“No obstante, creemos que la cantidad de agua caída fue suficiente para poder extinguir definitivamente los focos”, concluyó.

Los incendios iniciados ayer en jurisdicción de bomberos de Capilla del Monte fueron originados por la caída de rayos cuando una tormenta que pasó por el lugar produjo descargas eléctricas."
"https://www.facebook.com/latintacba/videos/342504630303671/","15/10","Después de casi 300 mil hectáreas quemadas y cinco meses sin precipitaciones, vuelve a llover en #Córdoba.
Informan que la lluvia sofocó los incendios que había en Punilla y Calamuchita, y ya no quedan focos activos en el territorio provincial.
Pidamos justicia y castigo para los culpables de este #Ecocidio, confiemos en que el monte volverá a crecer y nunca más le digamos ""mal tiempo"" a los días lluviosos 🙌🌧
Video: todes bailando bajo la lluvia
Música: La Mona Jiménez"
"https://www.facebook.com/telediariodigital.net/posts/3559558034065545","15/10","Las Delicias: Robos, violencia, drogas y falta de contención
Oct 15, 2020 0
FacebookTwitter

Vecinos del barrio Las Delicias denuncian reiterados hechos de inseguridad y amenazas por parte de un grupo de sujetos que protagonizan reiterados hechos de vandalismo y robos en la zona.
«Tenemos problemas con varios menores del barrio, les roban a todos los vecinos y  la policía no puede hacer nada» expresa una de las vecinas afectadas y aseguran que reciben amenazas constantes por parte de los malhechores.
Según informó la dirigente vecinal a Telediario, los vecinos afectados se reunieron este miércoles con autoridades policiales para delinear medidas que protejan a los vecinos de los acechos y también, exigir el accionar por parte de la justicia.
En este contexto, dialogamos con Juan Carlos Pereyra, Coordinador del Centro Comunitario Sol de Esperanza, que desde hace una década trabaja, no solo para ofrecer una vianda, sino también, para crear un espacio de contención para los jóvenes.
«Conozco muchos padres que no saben contener a los chicos y piden ayuda» señala el dirigente del centro comunitario y agrega: «hay muchos que no quieren trabajar, están con el tema de la adicción, y es muy difícil salir de ahí». 
Pereyra remarca que es necesario generar «un espacio de contención y no de castigo», porque sumar policías no va a solucionar la problemática.
"
"https://www.instagram.com/p/CGZ8vlUH86L/","16/10","La tregua del fuego duró poco 😔
Así se veía anoche el incendio forestal de Capilla del Monte, en la zona de Ongamira y el Cerro Colchiquí. Otro frente se dirigía hacia Tramontana y Ojo de Agua.

Es una zona de muy difícil acceso para los bomberos 👨🏻‍🚒 que estuvieron trabajando toda la madrugada y lograron evitar que el fuego bajara a zonas pobladas.

Son 102 los bomberos voluntarios de Córdoba y de la brigada nacional, con ayuda aérea de 4 aviones hidrantes operan este viernes desde temprano.

El riesgo de incendios en toda la provincia vuelve a ser extremo. 🚨 La lluvia caída en algunas zonas fue muy escasa y ahora se espera un importante aumento de las temperaturas y de la velocidad del viento norte.
"
"https://www.facebook.com/eldocetv/posts/3567563046613334","16/10","
eldoce.tv
Avanza con intensidad el fuego en Capilla del Monte - ElDoce.tv
Por: El Doce Viernes 16 de Octubre de 2020
3 minutos

La tormenta del miércoles no ayudó mucho, incluso volvió a complicar la situación de los incendios en las Sierras de Córdoba. La caída de rayos originó nuevos focos en Capilla del Monte. Con la lluvia de la madrugada, lograron contener los frentes.

Sin embargo, no fue suficiente. Las temperaturas volvieron a subir y el viento del sector norte con fuertes ráfagas provocaron el reinicio del fuego. Pese al intenso trabajo realizado por bomberos durante la madrugada de este sábado, el fuego permanece activo en jurisdicción de Capilla del Monte.

Unos 200 voluntarios, 25 brigadistas enviados por la Nación, seis aviones hidrantes y un vigía continúan luchando contra las llamas sobre un perímetro de fuego muy extenso que se desarrolla con dos frentes principales: uno en el cerro Overo y el otro que avanza en dirección al dique  Los Alazanes.

 + MIRÁ MÁS: Día de la Madre en Córdoba: Nación prohibió las reuniones familiares este domingo

El director de Defensa Civil de la Provincia, Diego Concha, aseguró que la zona es de difícil acceso y hay material combustible muy pesado. Algunos tramos solo se pueden concretar con vehículos de doble tracción y el resto caminando. Afortunadamente, no hay riesgo de viviendas.

Por otro lado, el incendio en el sector de La Tramontana y Ojo de Agua logró ser contenido en la madrugada del viernes.

Otro foco controlado

Traslasierra también fue escenario de un incendio forestal en la tarde de este viernes. Puntualmente se registró en el paraje denominado Buen Retiro, en jurisdicción de Villa de las Rosas.

Había preocupación porque se trata de una zona poblada. El fuego cobró fuerza y vecinos tuvieron que ser evacuados. 

Alerta por incendios extremos durante el fin de semana

La proyección del tiempo para el fin de semana no es muy alentador para el trabajo sobre los incendios. Durante sábado y domingo habrá viento norte de moderada a regular intensidad y las temperaturas se mantendrán en una franja superior a lo normal, con máximas que se ubicarán entre los 32 y 35 grados. Por esta razón, Federación de Bomberos Voluntarios de la Provincia de Córdoba emitieron alertas a otras regionales:

-Alerta roja R11 y R 5 por incendios forestales en Capilla del Monte
-Alerta roja Regionales 7 y 12 por incendios en La Cumbre
-Alerta amarilla a todas las Regionales por las condiciones climáticas e incendios en La Cumbre
"
"https://www.facebook.com/DiarioPuntal/posts/3730589550325502","16/10","Piden que la Nación también otorgue subsidio a los bomberos de la provincia
El anuncio del Gobierno de entregar $ 10 mil por tres meses a brigadistas de parques nacionales generó reacciones de distintos sectores que solicitan que se reconozca la labor de miles de voluntarios que sofocaron los incendios en las sierras
16 DE OCTUBRE DE 2020 - 07:35
Bomberos voluntarios de toda la provincia fueron parte de la lucha contra el fuego en las sierras de Comechingones.
Bomberos voluntarios de toda la provincia fueron parte de la lucha contra el fuego en las sierras de Comechingones.

POR PATRICIA ROSSIA
El anuncio de la Nación de otorgar una “asignación estímulo” de $ 10 mil a brigadistas que actuaron en incendios, no así a los bomberos voluntarios, generó la inmediata reacción de distintos sectores que piden también que sean contemplados dentro de este incentivo todos aquellos integrantes de cuarteles de la provincia que mucho trabajaron para combatir el fuego.

 
Tras conocerse la información oficial, desde la Federación de Bomberos Voluntarios de la provincia de Córdoba, aclararon que dicho estímulo que por decreto fijó el Gobierno es sólo para el personal contratado y rentado que está bajo el ámbito de la Administración de Parques Nacionales.

Según la letra del decreto, recibirán los “trabajadores y las trabajadoras comprendidos y comprendidas en la Resolución del Directorio de la Administración Nacional de Parques Nacionales 46/01 que presten servicios en el combate de incendios el pago, en forma temporal, de una asignación estímulo a la efectiva prestación de servicios, de carácter no remunerativa"".

En los incendios que ocurrieron en las sierras de Córdoba, trabajaron jornadas extenuantes más de 4.500 voluntarios de las distintas regionales de la provincia. En promedio, fueron entre 400 y 600 los bomberos que durante 24 horas o más hicieron frente a las llamas.

Pedido al Senado

Ayer, y tras conocerse la disposición del incentivo sólo para brigadistas de parques nacionales, la senadora Laura Rodríguez Machado presentó un proyecto de comunicación para solicitar al Ejecutivo nacional que “arbitre los medios necesarios para garantizar el cobro del subsidio de $ 10 mil pesos, no remunerativos” a todos los bomberos de la provincia de Córdoba.

Destaca en sus fundamentos la labor tanto de brigadistas como de todos los bomberos voluntarios.

También en las redes sociales fueron cientos los habitantes de todo el país que reclamaron que ese incentivo en dinero también llegue a los integrantes de cuarteles. “Ellos son nuestros héroes. Salvaron vidas, casas. Se merecen un reconocimiento”.

Sobre la tarea

Consultado el presidente de la Federación de Bomberos provincial, Ariel Vicario, dijo que el comunicado se hizo a los fines de aclarar a quiénes llegará este subsidio. Y reiteró que los bomberos voluntarios “no están contemplados”, sino que sólo será para los trabajadores que tienen relación de dependencia con el Estado.

Respecto de su opinión, Vicario expuso: “Entendemos que el bombero no necesita en sí mismo un estímulo porque es su propio motor su propia vocación ejercida voluntariamente”.

El presidente de la entidad bomberil apuntó además que por ser una tarea voluntaria tampoco está alcanzada por la legislación laboral.

No obstante, aclaró: “Lo que sí nos parece es que esto deja entrever que no se advierte que los bomberos voluntarios en Córdoba y a nivel país son la fuerza operativa de la protección civil, tanto de la Nación como de la Provincia”.

Por ello dejó entrever que, amén de que no hay ley que lo fije, sería merecido el reconocimiento para todos los voluntarios.

Malestar por comentarios

Vicario remarcó el profesionalismo de los integrantes de todos los cuarteles.

 A su vez, precisó: “Nos duele que se sostenga que 60 brigadistas que llegaron a Córdoba, si los hubiéramos llamados antes, la sofocación iba a ser más rápida. Esos comentarios y apreciaciones generan malestar frente al enorme esfuerzo que hicieron todas las entidades de bomberos de nuestra provincia”.

Aportes a cuarteles

Los incendios de las últimas semanas provocaron un desgaste en equipamiento de los distintos cuarteles, que ahora deberán reparar y recuperar.

En cuanto a cómo afrontan todos estos gastos, Vicario mencionó que los cuarteles cuentan con el subsidio otorgado por el gobierno nacional pero que, al haber sido estipulado en base al presupuesto 2019, está desactualizado.

“No tenemos el informe de la Superintendencia de la Nación, pero es cierto que ese fondo está munido con el aporte de los seguros y posiblemente haya caído la recaudación”. Además, los cuarteles reciben aportes del Estado provincial.

 
LO QUE SE LEE AHORA
El intendente de Huinca volvió a sus funciones tras recuperarse de Covid-19: No fue fácil, fue una situación compleja
REGIONALES
El intendente de Huinca volvió a sus funciones tras recuperarse de Covid-19: ""No fue fácil, fue una situación compleja""
"
"https://www.facebook.com/latintacba/posts/2738797316394388","16/10","#AHORA Por tercer día consecutivo, continúan los incendios al norte de Punilla, en la zona de Ongamira. Las llamas avanzan por detrás del cerro Uritorco.
Según informaron desde Defensa Civil, el foco inició por la caída de dos rayos durante la tormenta del miércoles, que fue con fuerte actividad eléctrica pero escaso milimetraje en esa zona del territorio provincial."
